id,name,provider,description,context_length,max_completion_tokens,input_price_per_million,output_price_per_million,is_free,supports_reasoning,supports_tools,supports_vision,supports_audio,supports_files,modality,input_modalities,output_modalities,tokenizer,is_moderated,created
cohere/command-r-plus-08-2024,Cohere: Command R+ (08-2024),cohere,"command-r-plus-08-2024 is an update of the [Command R+](/models/cohere/command-r-plus) with roughly 50% higher throughput and 25% lower latencies as compared to the previous Command R+ version, while ",128000,4000,2.5,10.0,False,False,True,False,False,False,text->text,text,text,Cohere,True,1724976000
cohere/command-r7b-12-2024,Cohere: Command R7B (12-2024),cohere,"Command R7B (12-2024) is a small, fast update of the Command R+ model, delivered in December 2024. It excels at RAG, tool use, agents, and similar tasks requiring complex reasoning and multiple steps.",128000,4000,0.0375,0.15,False,False,False,False,False,False,text->text,text,text,Cohere,True,1734158152
deepcogito/cogito-v2-preview-llama-109b-moe,Cogito V2 Preview Llama 109B,deepcogito,"An instruction-tuned, hybrid-reasoning Mixture-of-Experts model built on Llama-4-Scout-17B-16E. Cogito v2 can answer directly or engage an extended “thinking” phase, with alignment guided by Iterated ",32767,0,0.18,0.59,False,True,True,True,False,False,text+image->text,"image,text",text,Llama4,False,1756831568
deepcogito/cogito-v2-preview-llama-405b,Deep Cogito: Cogito V2 Preview Llama 405B,deepcogito,Cogito v2 405B is a dense hybrid reasoning model that combines direct answering capabilities with advanced self-reflection. It represents a significant step toward frontier intelligence with dense arc,32768,0,3.5,3.5,False,True,True,False,False,False,text->text,text,text,Llama3,False,1760709933
deepcogito/cogito-v2-preview-llama-70b,Deep Cogito: Cogito V2 Preview Llama 70B,deepcogito,"Cogito v2 70B is a dense hybrid reasoning model that combines direct answering capabilities with advanced self-reflection. Built with iterative policy improvement, it delivers strong performance acros",32768,0,0.88,0.88,False,True,True,False,False,False,text->text,text,text,Llama3,False,1756831784
deepcogito/cogito-v2.1-671b,Deep Cogito: Cogito v2.1 671B,deepcogito,"Cogito v2.1 671B MoE represents one of the strongest open models globally, matching performance of frontier closed and open models. This model is trained using self play with reinforcement learning to",128000,0,1.25,1.25,False,True,False,False,False,False,text->text,text,text,Other,False,1763071233
deepseek/deepseek-prover-v2,DeepSeek: DeepSeek Prover V2,deepseek,"DeepSeek Prover V2 is a 671B parameter model, speculated to be geared towards logic and mathematics. Likely an upgrade from [DeepSeek-Prover-V1.5](https://huggingface.co/deepseek-ai/DeepSeek-Prover-V1",163840,0,0.5,2.18,False,False,False,False,False,False,text->text,text,text,DeepSeek,False,1746013094
deepseek/deepseek-r1-0528-qwen3-8b,DeepSeek: DeepSeek R1 0528 Qwen3 8B,deepseek,"DeepSeek-R1-0528 is a lightly upgraded release of DeepSeek R1 that taps more compute and smarter post-training tricks, pushing its reasoning and inference to the brink of flagship models like O3 and G",128000,32000,0.06,0.09,False,True,False,False,False,False,text->text,text,text,Qwen,False,1748538543
deepseek/deepseek-chat,DeepSeek: DeepSeek V3,deepseek,"DeepSeek-V3 is the latest model from the DeepSeek team, building upon the instruction following and coding abilities of the previous versions. Pre-trained on nearly 15 trillion tokens, the reported ev",163840,163840,0.3,1.2,False,False,True,False,False,False,text->text,text,text,DeepSeek,False,1735241320
deepseek/deepseek-chat-v3-0324,DeepSeek: DeepSeek V3 0324,deepseek,"DeepSeek V3, a 685B-parameter, mixture-of-experts model, is the latest iteration of the flagship chat model family from the DeepSeek team.

It succeeds the [DeepSeek V3](/deepseek/deepseek-chat-v3) mo",163840,65536,0.19,0.87,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1742824755
deepseek/deepseek-chat-v3.1,DeepSeek: DeepSeek V3.1,deepseek,"DeepSeek-V3.1 is a large hybrid reasoning model (671B parameters, 37B active) that supports both thinking and non-thinking modes via prompt templates. It extends the DeepSeek-V3 base with a two-phase ",32768,7168,0.15,0.75,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1755779628
deepseek/deepseek-v3.1-terminus,DeepSeek: DeepSeek V3.1 Terminus,deepseek,"DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains the model's original capabilities while addressing issues reported by users, including language cons",163840,0,0.21,0.79,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1758548275
deepseek/deepseek-v3.1-terminus:exacto,DeepSeek: DeepSeek V3.1 Terminus (exacto),deepseek,"DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains the model's original capabilities while addressing issues reported by users, including language cons",163840,0,0.21,0.79,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1758548275
deepseek/deepseek-v3.2,DeepSeek: DeepSeek V3.2,deepseek,"DeepSeek-V3.2 is a large language model designed to harmonize high computational efficiency with strong reasoning and agentic tool-use performance. It introduces DeepSeek Sparse Attention (DSA), a fin",163840,65536,0.25,0.38,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1764594642
deepseek/deepseek-v3.2-exp,DeepSeek: DeepSeek V3.2 Exp,deepseek,"DeepSeek-V3.2-Exp is an experimental large language model released by DeepSeek as an intermediate step between V3.1 and future architectures. It introduces DeepSeek Sparse Attention (DSA), a fine-grai",163840,65536,0.21,0.32,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1759150481
deepseek/deepseek-v3.2-speciale,DeepSeek: DeepSeek V3.2 Speciale,deepseek,DeepSeek-V3.2-Speciale is a high-compute variant of DeepSeek-V3.2 optimized for maximum reasoning and agentic performance. It builds on DeepSeek Sparse Attention (DSA) for efficient long-context proce,163840,65536,0.27,0.41,False,True,False,False,False,False,text->text,text,text,DeepSeek,False,1764594837
deepseek/deepseek-r1,DeepSeek: R1,deepseek,"DeepSeek R1 is here: Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in size, with 37B active in an inference pass.

Fully ",163840,163840,0.7,2.4,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1737381095
deepseek/deepseek-r1-0528,DeepSeek: R1 0528,deepseek,"May 28th update to the [original DeepSeek R1](/deepseek/deepseek-r1) Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in siz",163840,65536,0.4,1.75,False,True,True,False,False,False,text->text,text,text,DeepSeek,False,1748455170
deepseek/deepseek-r1-0528:free,DeepSeek: R1 0528 (free),deepseek,"May 28th update to the [original DeepSeek R1](/deepseek/deepseek-r1) Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens. It's 671B parameters in siz",163840,0,0.0,0.0,True,True,False,False,False,False,text->text,text,text,DeepSeek,False,1748455170
deepseek/deepseek-r1-distill-llama-70b,DeepSeek: R1 Distill Llama 70B,deepseek,"DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). The mo",131072,131072,0.03,0.11,False,True,True,False,False,False,text->text,text,text,Llama3,False,1737663169
deepseek/deepseek-r1-distill-qwen-14b,DeepSeek: R1 Distill Qwen 14B,deepseek,"DeepSeek R1 Distill Qwen 14B is a distilled large language model based on [Qwen 2.5 14B](https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B), using outputs from [DeepSeek R1](/deepseek/de",32768,16384,0.15,0.15,False,True,False,False,False,False,text->text,text,text,Qwen,False,1738193940
deepseek/deepseek-r1-distill-qwen-32b,DeepSeek: R1 Distill Qwen 32B,deepseek,"DeepSeek R1 Distill Qwen 32B is a distilled large language model based on [Qwen 2.5 32B](https://huggingface.co/Qwen/Qwen2.5-32B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1). It outperfor",131072,0,0.27,0.27,False,True,False,False,False,False,text->text,text,text,Qwen,False,1738194830
eleutherai/llemma_7b,EleutherAI: Llemma 7b,eleutherai,"Llemma 7B is a language model for mathematics. It was initialized with Code Llama 7B weights, and trained on the Proof-Pile-2 for 200B tokens. Llemma models are particularly strong at chain-of-thought",4096,4096,0.8,1.2,False,False,False,False,False,False,text->text,text,text,Other,False,1744643225
essentialai/rnj-1-instruct,EssentialAI: Rnj 1 Instruct,essentialai,"Rnj-1 is an 8B-parameter, dense, open-weight model family developed by Essential AI and trained from scratch with a focus on programming, math, and scientific reasoning. The model demonstrates strong ",32768,0,0.15,0.15,False,False,False,False,False,False,text->text,text,text,Other,False,1765094847
google/gemini-2.0-flash-001,Google: Gemini 2.0 Flash,google,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro",1048576,8192,0.1,0.4,False,False,True,True,True,True,text+image->text,"text,image,file,audio,video",text,Gemini,False,1738769413
google/gemini-2.0-flash-exp:free,Google: Gemini 2.0 Flash Experimental (free),google,"Gemini Flash 2.0 offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemini Pro",1048576,8192,0.0,0.0,True,False,True,True,False,False,text+image->text,"text,image",text,Gemini,False,1733937523
google/gemini-2.0-flash-lite-001,Google: Gemini 2.0 Flash Lite,google,"Gemini 2.0 Flash Lite offers a significantly faster time to first token (TTFT) compared to [Gemini Flash 1.5](/google/gemini-flash-1.5), while maintaining quality on par with larger models like [Gemin",1048576,8192,0.075,0.3,False,False,True,True,True,True,text+image->text,"text,image,file,audio,video",text,Gemini,False,1740506212
google/gemini-2.5-flash,Google: Gemini 2.5 Flash,google,"Gemini 2.5 Flash is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes built-in ""thinking"" capabilities, en",1048576,65535,0.3,2.5,False,True,True,True,True,True,text+image->text,"file,image,text,audio,video",text,Gemini,False,1750172488
google/gemini-2.5-flash-image,Google: Gemini 2.5 Flash Image (Nano Banana),google,"Gemini 2.5 Flash Image, a.k.a. ""Nano Banana,"" is now generally available. It is a state of the art image generation model with contextual understanding. It is capable of image generation, edits, and m",32768,32768,0.3,2.5,False,False,False,True,False,False,text+image->text+image,"image,text","image,text",Gemini,False,1759870431
google/gemini-2.5-flash-image-preview,Google: Gemini 2.5 Flash Image Preview (Nano Banana),google,"Gemini 2.5 Flash Image Preview, a.k.a. ""Nano Banana,"" is a state of the art image generation model with contextual understanding. It is capable of image generation, edits, and multi-turn conversations",32768,32768,0.3,2.5,False,False,False,True,False,False,text+image->text+image,"image,text","image,text",Gemini,False,1756218977
google/gemini-2.5-flash-lite,Google: Gemini 2.5 Flash Lite,google,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better",1048576,65535,0.1,0.4,False,True,True,True,True,True,text+image->text,"text,image,file,audio,video",text,Gemini,False,1753200276
google/gemini-2.5-flash-lite-preview-09-2025,Google: Gemini 2.5 Flash Lite Preview 09-2025,google,"Gemini 2.5 Flash-Lite is a lightweight reasoning model in the Gemini 2.5 family, optimized for ultra-low latency and cost efficiency. It offers improved throughput, faster token generation, and better",1048576,65536,0.1,0.4,False,True,True,True,True,True,text+image->text,"text,image,file,audio,video",text,Gemini,False,1758819686
google/gemini-2.5-flash-preview-09-2025,Google: Gemini 2.5 Flash Preview 09-2025,google,"Gemini 2.5 Flash Preview September 2025 Checkpoint is Google's state-of-the-art workhorse model, specifically designed for advanced reasoning, coding, mathematics, and scientific tasks. It includes bu",1048576,65536,0.3,2.5,False,True,True,True,True,True,text+image->text,"image,file,text,audio,video",text,Gemini,False,1758820178
google/gemini-2.5-pro,Google: Gemini 2.5 Pro,google,"Gemini 2.5 Pro is Google’s state-of-the-art AI model designed for advanced reasoning, coding, mathematics, and scientific tasks. It employs “thinking” capabilities, enabling it to reason through respo",1048576,65536,1.25,10.0,False,True,True,True,True,True,text+image->text,"text,image,file,audio,video",text,Gemini,False,1750169544
